no,username,komentar
1332,,b'*[SOSIALISASI PROGRAM MBKM: INDONESIAN INTERNATIONAL STUDENT MOBILITY AWARDS (IISMA) 2022]* https://t.co/5eKpHfoqx3'
1333,,b'Tim MBKM dan PD Dikti Jemput Bola ke Unit Kerja Samakan persepsi terkait MBKM dan Pelaporan PD Dikti https://t.co/2p3P1K4kCH'
1334,,b'ada yang apply magang kampus merdeka mbkm di cvnya nyantumin perusahaan yg masih on going magang terus lolos berkas ga si'
1335,,b'nangis liat realita konversi sks MBKM \xf0\x9f\x99\x83nyiapin mental 9 semester sek'
1336,,"b'-upnsby yg smt 6 ini tuh brrti udh wajib ikut kkn mbkm / kkn reguler ya?? :""'"
1337,,b'@collegemenfess Mbkm wkwk'
1338,,b'-upnsby rek kkn tematik mbkm kii wajib ta buat mahasiswa mt 4?'
1339,,"b'RT @collegemenfess: [cm] hiiii para mahasiswa teknik/IT domisili jogja, ada yang tertarik ikut magang MBKM di Februari-Juli ini? Ada magang\xe2\x80\xa6'"
1340,,"b'[cm] hiiii para mahasiswa teknik/IT domisili jogja, ada yang tertarik ikut magang MBKM di Februari-Juli ini? Ada ma\xe2\x80\xa6 https://t.co/gmE0vbMhyr'"
1341,,"b'Tahun Ini 150.000 Mahasiswa  Ditarget Ikut MBKM, agar Saat Lulus Memenuhi Kebutuhan Dunia Usaha https://t.co/QFi9rwaKXh'"
1342,,b'RT @KATADATAcoid: Ikatan Sarjana Ekonomi Indonesia (ISEI) Jakarta dan BEI menandatangani nota kesepahaman (MoU) kerja sama untuk mendukung\xe2\x80\xa6'
1343,,"b'Kkn, pbl, pkl, magang, mbkm merupakan ajang ujian kesetiaan. Bisa ga cinlok sama \xe2\x80\x9cteman\xe2\x80\x9d!dan masih lanjutin hubunga\xe2\x80\xa6 https://t.co/8lx2J8kgGI'"
1344,,b'Kebijakan Merdeka Belajar Kampus Merdeka (MBKM) digadang-gadang sebagai inovasi terhadap pendidikan tinggi di Indonesia.'
1345,,"b'Sukseskan Program MBKM, ISEI Jakarta Gandeng BEI, Himbara, dan Kadin https://t.co/kGoNySBao0 https://t.co/rUFG5ufmnK'"
1346,,b'Ikatan Sarjana Ekonomi Indonesia (ISEI) Jakarta dan BEI menandatangani nota kesepahaman (MoU) kerja sama untuk mend\xe2\x80\xa6 https://t.co/v19TIKygYD'
1347,,"b'RT @naviellawin: \xe2\x99\xa5\xef\xb8\x8f giveaway \xe2\x99\xa5\xef\xb8\x8f\nkarena aku lolos mbkm dikti, jadi aku mau bagi bagi hadiah kecil buat temen temen di sinii. caranya cuma li\xe2\x80\xa6'"
1348,,"b'i mean baguss kok ambis. Cuman kan ada istilah \xe2\x80\x9cdimana bumi dipijak, di situ langit di junjung.\xe2\x80\x9d Kesel banget gue,\xe2\x80\xa6 https://t.co/sBw1e9WaMi'"
1349,,"b'Rek, mbkm itu wajib apa enggak? um!'"
1350,,b'Heran maksa banget mau ikut mbkm padahal batch 1 udah keterima. Katanya masih garela karena kampus lain masih dibol\xe2\x80\xa6 https://t.co/I2dlNxxY9C'
1351,,b'!upi yg ikut magang di zenius udah dapet email lagi kah abis tes yg terakhir? email upi sempet error takut gamasuk\xe2\x80\xa6 https://t.co/wdURgi9mZp'
1352,,"b'@Endongoreng Udah katanya dosen PA suruh ambil matkul yang MBKM trs nanti dikonversikan ke matkul itu, tapi masak s\xe2\x80\xa6 https://t.co/uIJl9JpncA'"
1353,,b'Jends FH semester 6 magang MBKM yg dari fakultas yay/nay ? Dan kalo ambil matkul pilihan di smt 7 gimana y/n ? Makasih \xf0\x9f\x99\x8f'
1354,,"b'saking bucinnya gua sengaja ngambil matkul MBKM, semoga aja dapet di unnes biar brng supi\xf0\x9f\xa4\xad\xf0\x9f\xa4\xad'"
1355,,b'pilihan udh di depan mata tp bnr2 masih bingung mau ambil reg atau mbkm\xe2\x80\xa6'
1356,,b'nekat full sks pdhl ada kti dan kkn sem ini ahihihi ditambah join mbkm ahihihi terus volunteeran ahihihi'
1357,,b'21st January 2022\nKebersamaan Bidang Pengelolaan MBKM \xe2\x98\xba\xef\xb8\x8f https://t.co/QnqPInAqU2'
1358,,"b'RT @naviellawin: \xe2\x99\xa5\xef\xb8\x8f giveaway \xe2\x99\xa5\xef\xb8\x8f\nkarena aku lolos mbkm dikti, jadi aku mau bagi bagi hadiah kecil buat temen temen di sinii. caranya cuma li\xe2\x80\xa6'"
1359,,"b'@susumatchaaaa pun10 ka mo nanyaa, mbkm program buat mahasiswa smt berapa sii?'"
1360,,b'Sumpah laporan MBKM \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad bejibun logbooknya \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbd'
1361,,"b'Jends, salah gasi klo kita iri sma temen yg magang/studi independen mbkm :('"
1362,,"b'Nesa! Mau nanya, ada yg tau ga alurnya untuk konfirmasi kl lolos mbkm (magang/SI)?\nKe kaprodi lgsung apa ke dpa dulu?\nMakasiiii'"
1363,,"b'@ubsansfess Dapet tapi based on pengalamannya orang-orang, telat telat parah, dan gaji juga beda beda. Jadi saranku\xe2\x80\xa6 https://t.co/dhdiDX9gUU'"
1364,,"b'braw! guys magang mbkm dapet uwang bulanan ga ya? aku bingung kalo kalo engga, soalnya harus cari penginapan dan uang makan sendiri'"
1365,,b'Hah mbkm gada pembiayaan dari fakultas?\nTergantung mitra'
1366,,"b'@naviellawin Halo #InsanDikti , Mahasiswa yang mengikuti program MSIB MBKM bisa mendapatkan uang saku sesuai dengan\xe2\x80\xa6 https://t.co/jFYT1SKBg1'"
1367,,"b'@mbohrarohiki Halo #InsanDikti, mohon dapat diinformasikan untuk program MBKM yang mana. Terima kasih'"
1368,,"b'@kuaidan @raffi_putra_ @jefryna eh bukan mbkm wkwkwk, lebih ke sekolah sama penerapan kurikulum baru yang dipaksain\xe2\x80\xa6 https://t.co/GDeqndlopw'"
1369,,b'eh g jadi bntar lupa besok adda sosialisasi mbkm riset'
1370,,b'Ironi MBKM di Perguruan Tinggi: MBKM atau Merdeka Belajar - Kampus Merdeka adalah kebijakan baru yang digaungkan Ke\xe2\x80\xa6 https://t.co/4tdbtessYy'
1371,,"b'Curcol dikit, ngomongin mbkm, dari awal udah prepare banget mau daftar program ini, udah nyari info dari semester l\xe2\x80\xa6 https://t.co/HKYMupWL0z'"
1372,,b'@jefryna @ikhzayn mbkm trial'
1373,,b'@ikhzayn Akibat sudah semangat mbkm tapi honor ga turun'
1374,,b'Abis Test Studi independen program MBKM dr PT..... Testnya ada yg logic Test dan soft skill.....'
1375,,b'Yang orang tuanya dosen udah marah2 tentang MBKM belum sih?'
1376,,"b'SETANN, MANA ADA MBKM DIWAJIBIN TAI'"
1377,,b'@yeocindra tanyain mbkm'
1378,,b'@dennydewanta @UGM_FESS Kating ku skripsian sambil pada magang mbkm'
1379,,b'Ugm_fess ikut program mbkm tu enaknya smt brp ya?'
1380,,"b'yaelah masuk masih seminggu tp dah pusing, buat apa pas krsan milih matkul mbkm yang nggak tabrakan jadwalnya tapi\xe2\x80\xa6 https://t.co/3gHl6kne1n'"
1381,,"b'[cm] haloo mau tanya, ada yg udah keterima mbkm bl1bli atau sib hackt1v8 kah? Aku masih belum ada balesan setelah interview dan test\xf0\x9f\x98\xa2'"
1382,,b'Mari hadiri Webinar Nasional \xe2\x80\x9cOptimisme SEAMEO Centers Indonesia di Tengah Pandemi COVID-19 dalam Mendukung Keberla\xe2\x80\xa6 https://t.co/p32GZEiHSf'
1383,,"b'Merdeka Belajar \xe2\x80\x93 Kampus Merdeka (MBKM), merupakan kebijakan Menteri @nadiemmakarim @Kemdikbud_RI yang bertujuan me\xe2\x80\xa6 https://t.co/MDV5zptJbl'"
1384,,"b'@collegemenfess Pelajaran yang pernah kudapat waktu kuliah, BODO AMAT AMA TEMEN W YANG PENTING GW JALAN, FUCK OFF A\xe2\x80\xa6 https://t.co/SY7LO7Yxhb'"
1385,,b'@collegemenfess Cek aja di akun mbkm statusnya gmn? Masih seleksi atau tidak lolos'
1386,,b'[cm] ada yang kmrn mbkm magang d petro ga? Klo ada boleh aku ketuk dmnya?'
1387,,b'Ugm_fess ikut mbkm lebih baik mulai sem berapa ya?'
1388,,"b'@UNYmfs /uny Saya baru semester 2 D-4, kemaren pas krss-an cuma dapat 22 SKS, kan max nya itu 24, apa Ada cara lain\xe2\x80\xa6 https://t.co/9CTIWECevR'"
1389,,"b'Pertama kali dapet ip dibawah 3,7 sial nangis bgt tega sekali dosen2 smt 5, untung mbkm jadi gak harus ketemu dosen\xe2\x80\xa6 https://t.co/rGWJbU9OAB'"
1390,,b'@nakhung_ @coffebit Jangan2 sek wingi mbkm ning Indomaret mas rifaldi \xf0\x9f\x98\xad\xf0\x9f\x91\x8d'
1391,,"b'@DraftAnakUnpad Gue dlu ga engeh ada status mahasiswa tp ada di kelas gue anak mbkm, 4 digit npm terakhirnha 9003 b\xe2\x80\xa6 https://t.co/gdmnzYHfY9'"
1392,,b'coba tolong semangatin ak buat ngerjain test dri magang mbkm\n\ndeadlinenya malem ini soalnya \xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80'
1393,,b'mbkm penelitian sounds tempting tp mager'
1394,,b'-ness registrasi UNNES giat itu dimulai kapan ya? Di pamflet dari 21-23 tapi di sistem mbkm belum adaa to'
1395,,"b'Menyesal sekali ngambil TA inline diginope, bener2 gamau ngurusin samsek lg tu mbkm laknat'"
1396,,b'@collegemenfess Keknya sie iya nder. Kita jadi kek guru gtu di sekolahan. Maybe untuk lebih jelasnya bsa baca baca\xe2\x80\xa6 https://t.co/s0d7UIp1bL'
1397,,"b'@lee_watermark done wml, wish aku ditahun ini semoga banyak rejeki, sehat selalu, dikelilingi orang2 baik, lolos mb\xe2\x80\xa6 https://t.co/sd9wCdfzfD'"
1398,,"b'@hydratedcsy done wml, semoga testnya lancar ya kak dan mendapatkan hasil yg diingikan\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb\nwish aku ditahun ini sem\xe2\x80\xa6 https://t.co/iAobJJTAiA'"
1399,,b'[cm] kalo ikut mbkm apakah ttp bisa ambil penelitian buat seminar/skripsi di semester yg sama? TIA!'
1400,,"b'Deg-degan gt ga sih mo kuliah offline. Kek takut banget mo ketemu banyak orang, apalagi hampir 2 tahun kulon dan semester kemaren mbkm'"
1401,,"b'@collegemenfess Situasinya sm kyk aku. Mending kuliah dulu. Soalnya, kata temen2, mbkm + ambil matkul tuh susah bag\xe2\x80\xa6 https://t.co/dj0BCuvNmX'"
1402,,"b'[Cm] halo warga colle, kalian ada yang ikut daftar kegiatan MBKM yang bekerja sama dgn BRIN nggak?? Kalo ada sender\xe2\x80\xa6 https://t.co/KSAgyQLgSx'"
1403,,b'@ipb_menfess kalau aku aktivitas yang dipenyetaraan mbkm yg ilang ;('
1404,,b'RT @ditferguso: prodinya ramah mbkm...'
1405,,b'@collegemenfess studi independen itu termasuk salah satu program mbkm nder'
1406,,b'@Fidvid14 Ada aja ye orang kek gini ya Allah. Padahal di aku juga banyak terjadi perubahan buat matkul di irs karena adanya mbkm'
1407,,"b'@collegemenfess Mbkm tu merdeka belajar kampus merdeka, programnya ada kampus mengajar, magang, studi independent, bangkit, iisma, sama kmmi'"
1408,,"b'@collegemenfess Mbkm itu keseluruhan, merdeka belajar kampus merdeka. Programnya macem2, salah satunya studi independen'"
1409,,b'[cm] bedanya mbkm sama studi independen itu apa ya?'
1410,,"b'@collegemenfess Magang + jadi Kadiv + 23 SKS gimana rasanya nder, apa nggak remuk badanmu..\n\nMbkm.'"
1411,,b'@collegemenfess mbkm'
1412,,b'[cm] mbkm studi independent satu semester / magang jurnalistik 3 bulan? tpi  jdi kadiv organisasi kampus dan 23 sks'
1413,,"b'@ubsansfess emang ribet ya? kalo di fisip mah uda ada tim mbkm yg khusus ngurusin konveris, jd mahasiswa ga ribet,\xe2\x80\xa6 https://t.co/eCkz6mcS2e'"
1414,,"b'[cm] kalo buat daftar mbkm, mending pke cv design atau yg ats friendly?'"
1415,,"b'demi apa pun scared bgt, rang orang dah dapat pengumuman mbkm, dan gue belum :(('"
1416,,"b'Btw, aku uda dapet jawaban overthinkingku soal kuliahku. Jadi mau ambil mbkm, tinggal nunggu seleksi dan pengumuman\xe2\x80\xa6 https://t.co/dk65bObqiU'"
1417,,"b'habis magang mbkm ini, w jadi makin pede buat meminang big company \xf0\x9f\x99\x8f'"
1418,,b'@UGM_FESS Habis ngajuin keringanan ditolak ehehehehehehe i feel you dahal rencananya mau ambil mbkm alis gak ke kampus samsek'
1419,,"b'Malam minggu jualan ayam bakar, sambil ngedrakor, diselingin apply magang MBKM. Kurang multitasking apa gue.'"
1420,,"b'@collegemenfess Fakultas bisa sih nder, aku ikut program mbkm buat online winter school dapet dari fakultas.'"
1421,,"b'What the fak \nSeharusnya jurusan sndiri harus tegas lah sama aturan, kl kyk gini yg ndk adilnya malah sama yg ikut mbkm.'"
1422,,"b'@collegemenfess ga ikut apa2 mau hiatus smt 4, mbkm lelah anjir cape'"
1423,,b'@jaeyunootnoot tp jujur yeee klo mbkm ga disupport sama kaprodi lu yg tertekan kaya gue anjingggg 24 sks full ditam\xe2\x80\xa6 https://t.co/ZgzmjLxRuh'
1424,,"b'@ubsansfess semua ada +/- nya sih, temenku mbkm emang jd lama kknnya, tp lumayan bisa dpt koneksi kerja, gaji, ada\xe2\x80\xa6 https://t.co/RKQqt2W9lf'"
1425,,b'RT @collegemenfess: [cm] kalian pilih ikut PKM atau MBKM? kasih alasannya dong'
1426,,b'@collegemenfess Mbkm ga dilarang pkm kan ya? Cuma dilarang seminar aja? Ambil aja mungkin...'
1427,,b'@collegemenfess Tapi bisa juga MBKM + PKM ko palimg ekstra ngebagi waktunya'
1428,,b'@collegemenfess Pkm dan mbkm jelas beda yah :)) \nBisa dijalanin bareng2'
1429,,b'[cm] kalian pilih ikut PKM atau MBKM? kasih alasannya dong'
1430,,"b'@UNYmfs Impianku bisa pdkt dgn mas crush \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f Dan lulus matkul mbkm dgn nilai memuaskan, juga dpt menjalankan proker dgn sukses aamiin\xf0\x9f\x98\x8d'"
1431,,"b'@ubsansfess tapi pernah liat fyp tiktok ada yg ikut mbkm itu dia lulusnya jg jadi aga lama, gatau jg si ya. tapi ka\xe2\x80\xa6 https://t.co/fiX2LCoB5e'"
1432,,"b'Tingkatkan Kualitas Data MBKM di PD Dikti, Unud Gelar Pertemuan Daring untuk Semua\xc2\xa0Operator https://t.co/q1j0JpwfgR'"
1433,,b'@UNYmfs kok mbkm jurusanku isine matkul teknik karo fisika y \xf0\x9f\x99\x82\xf0\x9f\x99\x8f'
1434,,"b'Galau bgt ini magang mbkm rata-rata ambil 20 sks, ya meskipun tinggal TA aja tp ga enak ngambil full sks smt akhir,\xe2\x80\xa6 https://t.co/r4vMNQ4v1U'"
1435,,b'prodinya ramah mbkm... https://t.co/ZPpiuYm7j2'
1436,,b'Waduh gwat jga ni klo pertengahan smster offline terus milih mbkm di fbs sendirian terus ga tau kelasnya ga tau gedungnya \xf0\x9f\x98\xab\xf0\x9f\xa5\xba\xf0\x9f\x98\xa2'
1437,,b'-11fess benefit ikut mbkm apa sih? apakah cuma rekognisi sks aja? temenku pada berebut mau ikut tp aku kaya kurang tertarik gitu masa'
1438,,"b'RT @naviellawin: \xe2\x99\xa5\xef\xb8\x8f giveaway \xe2\x99\xa5\xef\xb8\x8f\nkarena aku lolos mbkm dikti, jadi aku mau bagi bagi hadiah kecil buat temen temen di sinii. caranya cuma li\xe2\x80\xa6'"
1439,,"b'@dimpIenanon karena aku ikut magang mbkm dri fakultas, jadi cuma di konvert 20 sks smt depan \xf0\x9f\x91\x8d'"
1440,,"b'Sudah tau belum program dari BRIN ada namanya Magang Merdeka, setara kaya MBKM, tapi semuanya bisa daftar kok, baik\xe2\x80\xa6 https://t.co/TpH8WLQ693'"
1441,,"b'RT @naviellawin: \xe2\x99\xa5\xef\xb8\x8f giveaway \xe2\x99\xa5\xef\xb8\x8f\nkarena aku lolos mbkm dikti, jadi aku mau bagi bagi hadiah kecil buat temen temen di sinii. caranya cuma li\xe2\x80\xa6'"
1442,,b'lsp bareng\nun bareng\nutbk bareng\nbeasiswa bareng\nsekarang mbkm bareng tapi as mantan\xf0\x9f\xa5\xb2\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb'
1443,,b'@collegemenfess bukannya program mbkm sksnya dikonversi?'
1444,,"b'[cm] guys, jadi misal kalian dah ikut magang mbkm, terus tiba2 di chat dosen, diajak penelitian. Gimana ya?'"
1445,,b'@babik_unyu magang mbkm far?'
1446,,b'@Marvfess ikut MBKM Kemendikbud'
1447,,"b'RT @naviellawin: \xe2\x99\xa5\xef\xb8\x8f giveaway \xe2\x99\xa5\xef\xb8\x8f\nkarena aku lolos mbkm dikti, jadi aku mau bagi bagi hadiah kecil buat temen temen di sinii. caranya cuma li\xe2\x80\xa6'"
1448,,"b'/UNY mau tanya, aku masih semester 2 jurusan ilmu komunikasi cuma di pemilihan krs ada mbkm. itu boleh diambil ngga\xe2\x80\xa6 https://t.co/QCfIiVmcFm'"
1449,,b'bingung mau pilih matkul mbkm apa gaada yang relate sm jurusan /uny'
1450,,b'/uny Ambil MK mbkm ada maksimalnya ga ya? Makasih banyak'
1451,,"b'[cm] maaf, kira kira magang mbkm itu dpt saku berapa ya? Aku mau ngerantau soalnya wfo'"
1452,,"b'RT @naviellawin: \xe2\x99\xa5\xef\xb8\x8f giveaway \xe2\x99\xa5\xef\xb8\x8f\nkarena aku lolos mbkm dikti, jadi aku mau bagi bagi hadiah kecil buat temen temen di sinii. caranya cuma li\xe2\x80\xa6'"
1453,,"b'RT @naviellawin: \xe2\x99\xa5\xef\xb8\x8f giveaway \xe2\x99\xa5\xef\xb8\x8f\nkarena aku lolos mbkm dikti, jadi aku mau bagi bagi hadiah kecil buat temen temen di sinii. caranya cuma li\xe2\x80\xa6'"
1454,,"b'RT @naviellawin: \xe2\x99\xa5\xef\xb8\x8f giveaway \xe2\x99\xa5\xef\xb8\x8f\nkarena aku lolos mbkm dikti, jadi aku mau bagi bagi hadiah kecil buat temen temen di sinii. caranya cuma li\xe2\x80\xa6'"
1455,,"b'\xe2\x99\xa5\xef\xb8\x8f giveaway \xe2\x99\xa5\xef\xb8\x8f\nkarena aku lolos mbkm dikti, jadi aku mau bagi bagi hadiah kecil buat temen temen di sinii. caranya\xe2\x80\xa6 https://t.co/Sj13XE1utm'"
1456,,b'@Bayu31415981 ya gatau sy itu kan dr panduan mbkm nya'
1457,,b'shbt\xc2\xb2 gw pada keterima mbkm deket\xc2\xb2 sini tp cuma gwww yg jauh bener\xf0\x9f\x98\xad'
1458,,b'[cm] udh ada yg dpt pengumuman dri progran magang/studi independen mbkm blm?'
1459,,b'siapa yang ngerjain laporan akhir program mbkm jam 8 malem padahal dedlennya jam 23.59? saya'
1460,,"b'Tingkatkan Kualitas Data MBKM di PD Dikti, Unud Gelar Pertemuan Daring untuk Semua Operator\n #Dikti #MBKM #UNUD\xe2\x80\xa6 https://t.co/nz2lN5Kz71'"
1461,,"b'[askrl] \xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8fmaaf agak sensitif, kira kira uang saku magang mbkm itu berapa ya? Aku mau ngerantau soalnya wfo'"
1462,,b'kok ada kampus yg prodinya ramah mbkm ?!!!'
1463,,b'/uny mbkm itu boleh dipilh salah satu kan ya? Misal pgn ikut gitar dasar lanjut itu boleh kan dipilih'
1464,,"b'/uny Ini tahun kemarin, tapi mau nanya, aplikasi MBKM itu yang mana ya? https://t.co/TrR7WFBXRA'"
1465,,"b'Bersyukur banget ya Allah ditengah badai proker lab, kerjaan yang meningkat, ada kabar baik soal ipk huhuhu. Semest\xe2\x80\xa6 https://t.co/s22NOgO1wI'"
1466,,"b'ok, hasilnya menangis, semester depan ikut MBKM aja wes ben nilai aman :D https://t.co/nPpSHwO3cl'"
1467,,b'Ada yg daftar magang Ru*nggru MBKM? Udah dapet kabar seleksi belum? -11fess'
1468,,"b'penelitian dan bimbingan, pelaksanaan ujian, PPL, KKN, dan MBKM dijelasakan secara rinci pada surat edaran No. 7 Ta\xe2\x80\xa6 https://t.co/wSzkKj3Cco'"
1469,,"b'Ketentuan-ketentuan dalam proses pembelajaran akademik seperti praktikum, olahraga dan seni, pertukaran akademik, p\xe2\x80\xa6 https://t.co/781DedsIDv'"
1470,,b'[cm] pagi gais! ada yang pernah ambil matkul pengarusutamaan gender dan/atau broadcasting? dua matkul itu masing-ma\xe2\x80\xa6 https://t.co/7j0vPWQN9l'
1471,,"b'Mamin mau ngabarin lagi nih, selamat kepada Olivia Anggraini Putri lolos program MBKM Kampus Mengajar loh, banggga\xe2\x80\xa6 https://t.co/rqd4SRQUJK'"
1472,,b'Alhamdulillah pagi pagi dapet notif dari BRI \xf0\x9f\x98\x8c\xf0\x9f\xa5\xb2\xf0\x9f\xa4\xa3 #mbkm'
1473,,"b'Mungkin itu aja yaa cerita mbkm yang mempusingkan, ini gak tau cuman kampus gw doang apa yang lain juga sama dan ap\xe2\x80\xa6 https://t.co/7Shu9zU6hc'"
1474,,"b'Pas gw liat gw grup mbkm gw, ada salah satu dosen akademik ngasih bc an dari dosen yang bersangkutan isinya kurang\xe2\x80\xa6 https://t.co/oEZcSf8luY'"
1475,,"b'Dan prodi bilang gini "" kalau untuk nilai saya serahkan ke dosennya aja mau ngasih nilai berapa gak perlu berpatoka\xe2\x80\xa6 https://t.co/DcbRQJDOOS'"
1476,,"b'Oiya jangan tanya ngejalanin mbkm ini gimana yaa, wkwkwk\nSingkat cerita mbkm selesai, dan tinggal gw nginput nilai\xe2\x80\xa6 https://t.co/bsj80nNcRX'"
1477,,b'Dan setelah perdebatan panjang kita diperbolehkan mengikuti mbkm ini tapi kita juga harus ngontrak mk di univ asal\xe2\x80\xa6 https://t.co/2SCAInAvCA'
1478,,"b'Soalnya udah lolos tapi dari kampus tidak merestui, tapi yaa di program mbkm nya sendiri tuh minimal semester 3 tap\xe2\x80\xa6 https://t.co/aoRf9lMZUX'"
1479,,"b'Oiya sebelumnya tuh kita nyiapin berkas persyaratan kaya surat rekomendasi dari kampus, transkip nilai, sama cv. It\xe2\x80\xa6 https://t.co/uecrC9Rd4u'"
1480,,"b'Gw mau cerita dikit, jadi gw kan ikut PMM-DN di program MBKM nah dari awal prodi gw nyuruh anak2nya ikut program mb\xe2\x80\xa6 https://t.co/jWfPJJk9mt'"
1481,,"b'Mungkin itu aja yaa cerita mbkm yabg mempusingkan, ini gak tau cuman kampus gw doang apa yang lain juga sama dan ap\xe2\x80\xa6 https://t.co/F2GJiNzpj3'"
1482,,b'Mbkm'
1483,,b'@sbyfess MBKM ku nang SD lancar\nIso sempro kro skripsian lancar sampe sidang akhir \xf0\x9f\x99\x8f'
1484,,b'Makul mbkm ada astronomi pls aku pengen sekali ambil tapi tau didalamnya pasti ga semudah itu\xf0\x9f\xa5\xb2\xf0\x9f\xa4\x9a'
1485,,b'Setelah emosi masih campur aduk dapat email. Dan email tersebut isinya Alhamdulillah one step closer seleksi MBKM y\xe2\x80\xa6 https://t.co/mzC4mhFH0f'
1486,,b'permisi kakak-kakak /uny adakah disini yang dari pendidikan bahasa Inggris skrng semester 6? karena aku dari luar f\xe2\x80\xa6 https://t.co/5b50RtppPh'
1487,,"b'di jurusanku slot mbkm dan anak jurusan sendiri dipisah, ada jg yg dibuka slot utk anak jurusan dulu, kl udh pd amb\xe2\x80\xa6 https://t.co/95e6QQb3a4'"
1488,,"b'Soalnya udah lolos tapi dari kampus tidak merestui, tapi yaa di program mbkm nya sendiri tuh minimal semester 3 tap\xe2\x80\xa6 https://t.co/OSThBDf3UG'"
1489,,"b'Oiya sebelumnya tuh kita nyiapin berkas persyaratan kaya surat rekomendasi dari kampus, transkip nilai, sama cv. It\xe2\x80\xa6 https://t.co/Vmmo3nWyhd'"
1490,,"b'/UNY halo gais ada yang ambil matkul MBKM Pengembangan Bahan Ajar nggak ya? Rep ya, nanti aku DM makasii ^^'"
1491,,b'Mbkm sendirian ato bareng tmen sekelas y'
1492,,"b'@ellmemor Kak nanya dong kalau boleh, kk magang wfh seminggu masuk berapa kali kak? Jarak rumah ke jakarta brp jam\xe2\x80\xa6 https://t.co/Gd7R6Yx29p'"
1493,,b'RT @collegemenfess: [cm] kalian kalo dapet matkul mbkm yang harus war kira-kira milih matkul yang kalian mampu atau yang ada temennya biar\xe2\x80\xa6'
1494,,"b'@UNYmfs Mk jurusan semester lalu? Ngulang kah berarti nder?. Menurutku, asal matkul wajib dari jurusanmu udah diamb\xe2\x80\xa6 https://t.co/FGnTgz2YMu'"
1495,,b'[cm] kalian kalo dapet matkul mbkm yang harus war kira-kira milih matkul yang kalian mampu atau yang ada temennya b\xe2\x80\xa6 https://t.co/OHQd60Qxx7'
1496,,b'[cm] aku skrg otw smt4 dan kemungkinan nanti smt5 bakal ngambil 24 sks karena smt ini ada yang kurang sksnya (mbkm)\xe2\x80\xa6 https://t.co/VboRSaR6yx'
1497,,"b'Setelah itu stress karna semester akhir, mikir KPL, MBKM, skripsi, dan sebagainya, yang mana kalo aku lagi stress t\xe2\x80\xa6 https://t.co/XCTaPvGMpP'"
1498,,b'[cm] pagi gais! ada yang pernah ambil matkul pengarusutamaan gender dan/atau broadcasting? dua matkul itu masing-ma\xe2\x80\xa6 https://t.co/FYqvx8nFbs'
1499,,b'-punten aktivitas mbkm kalian di studentportal ilang ga?'
1500,,"b'Saya semester 2, kalo semisal mau nambah matkul mbkm apa harus konsul ke dpa dulu? Terima kasih. /uny'"
1501,,"b'Mbkm dah daftar sie, tapi hopeless bgt. W pikir masih ada matkul smester 6 eh pas liat pengumuman KOK 2019 GA KULIAH?! \xf0\x9f\x98\x80\xf0\x9f\x99\x82'"
